hands,equity,cb,cb_bet200,cb_bet100,cb_bet50,cb_bet25,cb_check,f_bet200,f_bet100,f_bet50,f_bet25,f_check,ev,ev_bet200,ev_bet100,ev_bet50,ev_bet25,ev_check
8d7c,66.356,0.046,0,0,0,0.027,0.019,0,0,0,57.87,42.13,3.3365,3.066,3.2487,3.3304,3.3412,3.33
As7s,66.331,0.398,0,0,0.031,0.315,0.053,0,0.002,7.696,79.041,13.261,5.9949,5.9947,5.9948,5.9876,5.996,5.9922
8c6c,65.982,0.502,0,0,0.03,0.403,0.069,0,0,5.963,80.367,13.669,3.2933,2.9417,3.2045,3.2839,3.2951,3.2869
8h6h,65.982,0.502,0,0,0.03,0.403,0.069,0,0,5.963,80.367,13.669,3.2934,2.9417,3.2045,3.2839,3.2951,3.2869
8h5h,65.934,0.494,0,0,0.033,0.35,0.111,0,0,6.777,70.753,22.47,3.2961,2.9279,3.2109,3.2861,3.2997,3.2878
8c5c,65.934,0.494,0,0,0.033,0.35,0.111,0,0,6.777,70.753,22.47,3.2961,2.9279,3.2109,3.2861,3.2997,3.2878
As6s,65.412,0.342,0,0,0.026,0.281,0.035,0,0.003,7.631,82.203,10.163,5.9754,5.9739,5.9753,5.9682,5.9763,5.9737
As5s,65.366,0.416,0,0,0.03,0.364,0.022,0,0.001,7.224,87.423,5.351,6.0266,6.0263,6.0264,6.0203,6.0272,6.0254
As4s,65.029,0.378,0,0,0.028,0.336,0.013,0,0.004,7.498,88.944,3.554,6.0673,6.0667,6.0673,6.0611,6.0678,6.0666
As3s,64.853,0.452,0,0,0.039,0.387,0.026,0.003,0.008,8.736,85.541,5.712,6.1202,6.1199,6.1201,6.1132,6.121,6.1191
QsJs,62.922,0.42,0,0,0.011,0.315,0.093,0,0,2.736,75.068,22.196,4.5549,4.5345,4.5495,4.552,4.5562,4.5508
7s7d,62.272,0.436,0,0,0.006,0.377,0.052,0,0,1.49,86.553,11.957,3.1146,2.4584,2.8888,3.1116,3.1156,3.108
7s7h,62.25,0.436,0,0,0.029,0.361,0.046,0,0,6.743,82.684,10.573,3.0682,2.4099,2.8442,3.0577,3.0698,3.062
7s7c,62.25,0.436,0,0,0.029,0.361,0.046,0,0,6.743,82.684,10.573,3.0682,2.4099,2.8442,3.0577,3.0698,3.062
QsTs,61.686,0.434,0,0,0.022,0.354,0.058,0,0.005,5.14,81.605,13.25,4.6262,4.6236,4.6261,4.6217,4.6269,4.6241
Qs9s,60.145,0.422,0,0,0.041,0.34,0.04,0.003,0.017,9.717,80.668,9.596,4.5314,4.5312,4.5313,4.5239,4.5326,4.5295
7d7h,59.684,0.436,0,0,0,0.186,0.25,0,0,0,42.602,57.398,2.6671,1.9318,2.2829,2.6467,2.6779,2.6591
7d7c,59.684,0.436,0,0,0,0.186,0.25,0,0,0,42.602,57.398,2.6671,1.9318,2.2829,2.6467,2.6779,2.6591
7c7h,59.667,0.436,0,0,0,0.155,0.281,0,0,0,35.617,64.383,2.6295,1.8896,2.252,2.614,2.6388,2.6244
6s6d,59.205,0.442,0,0,0.007,0.386,0.049,0,0,1.505,87.425,11.069,2.9115,2.3618,2.706,2.9095,2.9121,2.9071
6s6c,59.135,0.442,0,0,0.026,0.382,0.033,0,0,5.979,86.534,7.486,2.8605,2.2992,2.6616,2.8521,2.8614,2.8567
6s6h,59.135,0.442,0,0,0.026,0.382,0.033,0,0,5.979,86.534,7.486,2.8605,2.2992,2.6616,2.8521,2.8614,2.8567
JsTs,58.056,0.466,0,0,0.035,0.405,0.026,0,0.003,7.554,86.818,5.626,4.3838,4.3729,4.3838,4.378,4.3844,4.3827
Qs7s,57.747,0.524,0,0,0.053,0.414,0.056,0.001,0.01,10.151,79.061,10.778,4.2557,4.2556,4.2557,4.2472,4.2571,4.2537
Qs6s,57.193,0.406,0,0,0.041,0.329,0.036,0,0.009,9.976,81.075,8.939,4.224,4.2229,4.2239,4.2164,4.2251,4.2227
Ad2d,57.073,0.486,0,0,0.022,0.421,0.043,0,0,4.534,86.606,8.86,3.5634,3.4077,3.5405,3.5592,3.5638,3.5616
Qs5s,56.727,0.49,0,0,0.044,0.398,0.048,0,0.008,9.082,81.209,9.701,4.1456,4.1454,4.1456,4.1383,4.1466,4.1435
Js9s,56.718,0.408,0,0,0.037,0.33,0.041,0.004,0.013,9.035,80.837,10.111,4.2844,4.2843,4.2844,4.2776,4.2853,4.2825
AsQd,56.678,0.45,0,0,0.02,0.339,0.091,0,0,4.479,75.359,20.163,2.5905,2.1363,2.3256,2.5846,2.5926,2.5838
6d6c,56.657,0.442,0,0,0,0.2,0.242,0,0,0,45.191,54.809,2.4662,1.869,2.1298,2.4387,2.476,2.458
6d6h,56.657,0.442,0,0,0,0.2,0.242,0,0,0,45.191,54.809,2.4662,1.869,2.1298,2.4387,2.476,2.458
5s5d,56.597,0.4,0,0,0.011,0.342,0.047,0,0,2.761,85.439,11.8,2.7603,2.3872,2.6681,2.7564,2.7612,2.755
6c6h,56.59,0.442,0,0,0,0.189,0.253,0,0,0,42.8,57.2,2.4228,1.8044,2.0939,2.4019,2.4318,2.416
Qs4s,56.574,0.468,0,0,0.036,0.381,0.052,0,0,7.62,81.349,11.031,4.231,4.2282,4.2302,4.2245,4.2319,4.2288
5s5c,56.564,0.4,0,0,0.035,0.328,0.037,0,0,8.669,82.047,9.284,2.7112,2.3344,2.6308,2.7007,2.7128,2.7074
5s5h,56.564,0.4,0,0,0.035,0.328,0.037,0,0,8.669,82.047,9.284,2.7112,2.3344,2.6308,2.7007,2.7128,2.7074
Qs3s,56.466,0.498,0,0,0.03,0.399,0.069,0,0,6.011,80.038,13.951,4.3453,4.3358,4.3428,4.3405,4.3463,4.3418
AsQh,56.403,0.45,0,0,0.004,0.423,0.023,0,0,0.924,93.895,5.181,2.5605,2.0928,2.2786,2.5587,2.5607,2.5587
AsQc,56.403,0.45,0,0,0.004,0.423,0.023,0,0,0.924,93.895,5.181,2.5605,2.0928,2.2786,2.5587,2.5607,2.5587
AdQs,56.142,0.45,0,0,0.025,0.287,0.138,0,0,5.564,63.831,30.606,2.4055,2.0454,2.2086,2.4004,2.4089,2.3994
Qd2d,56.098,0.026,0,0,0,0.015,0.011,0,0,0,59.306,40.694,3.449,3.2118,3.3459,3.4289,3.4532,3.4429
AcQs,55.976,0.45,0,0,0.014,0.394,0.042,0,0,3.114,87.545,9.341,2.3891,2.0086,2.1938,2.3849,2.3898,2.3846
AhQs,55.976,0.45,0,0,0.014,0.394,0.042,0,0,3.114,87.545,9.341,2.3891,2.0086,2.1938,2.3849,2.3898,2.3846
AsJd,55.92,0.422,0,0,0,0.348,0.074,0,0,0,82.518,17.482,2.5323,2.116,2.2905,2.529,2.5329,2.5296
AsJh,55.71,0.422,0,0,0,0.391,0.031,0,0,0,92.644,7.356,2.5062,2.0694,2.2575,2.5051,2.5064,2.5041
AsJc,55.71,0.422,0,0,0,0.391,0.031,0,0,0,92.644,7.356,2.5062,2.0694,2.2575,2.5051,2.5064,2.5041
AdQd,55.451,0.4,0,0,0.008,0.392,0,0,0,2.016,97.984,0,2.5457,2.2877,2.3648,2.5427,2.5458,2.4969
AdJs,55.271,0.422,0,0,0.004,0.301,0.116,0,0,1.015,71.381,27.604,2.292,2.0063,2.1072,2.2901,2.2946,2.2855
AcJs,55.107,0.422,0,0,0.009,0.347,0.066,0,0,2.13,82.192,15.678,2.2734,1.9622,2.0888,2.2701,2.2746,2.2678
AhJs,55.107,0.422,0,0,0.009,0.347,0.066,0,0,2.13,82.192,15.678,2.2734,1.9622,2.0888,2.2701,2.2746,2.2678
AdJd,54.741,0.514,0,0,0.005,0.459,0.049,0,0,1.069,89.326,9.605,2.4827,2.216,2.3083,2.4818,2.4833,2.4768
